the_geom,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,Location,Borough,Date_Insta,POINT_X,POINT_Y,FEMAFldz,FEMAFldT,HrcEvac
POINT (-73.98957469540628 40.741549311175966),1,Manhattan,105,2,75,28,12,5th Avenue and East 23rd Street,Manhattan,04/13/2012,-73.98957446,40.74154876,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97516408643042 40.72487819716047),1,Manhattan,103,2,74,27,12,Avenue D and East 11th Street,Manhattan,11/17/2016,-73.97516392,40.72487766,AE,,1
POINT (-73.95783219526467 40.816319466165844),1,Manhattan,109,7,70,30,13,Broadway with West 126th Street and 129th Street,Manhattan,04/13/2022,-73.957832,40.816319,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89026201320094 40.65661827924657),3,Brooklyn,305,42,60,19,8,Stanley Avenue and Sheffield Avenue,Brooklyn,10/07/2020,-73.89026213,40.65661772,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.87551107591375 40.758681229315414),4,Queens,403,21,34,13,14,32nd Avenue with 93rd Street and Jackson Mill Road,Queens,05/14/2020,-73.87551107,40.75868055,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97659149538921 40.68718457485122),3,Brooklyn,302,35,57,25,8,Fulton Street with Lafayette Avenue and Fort Greene Place,Brooklyn,01/18/2017,-73.97659141,40.68718411,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99701714697008 40.626063242606335),3,Brooklyn,311,44,49,17,10,New Utrecht Avenue and 62nd Street,Brooklyn,07/07/2014,-73.99701717,40.62606293,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9573307238237 40.81191576559018),1,Manhattan,109,7,69,30,13,Amsterdam Avenue pedestrian crossing (btwn West 123rd and La Salle Sts),Manhattan,01/25/2017,-73.95733053,40.81191529,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90158493188906 40.71614348939521),4,Queens,405,30,30,15,6,Fresh Pond Road and 60th Road,Queens,09/23/2021,-73.90158493,40.71614287,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.86020017935518 40.82175679138036),2,Bronx,209,18,85,32,15,Lafayette Avenue and Underhill Avenue,Bronx,04/23/2021,-73.86020017,40.8217562,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.77618736780065 40.69657633746964),4,Queens,412,27,29,14,5,Sayres Avenue with 111th Avenue and 177th Street,Queens,05/07/2021,-73.77618763,40.69657556,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.80357242880864 40.696936457699515),4,Queens,412,28,32,10,5,Liberty Avenue at 148th Street,Queens,06/01/2020,-73.80357264,40.69693572,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.92263136510061 40.66837302036046),3,Brooklyn,316,41,55,20,9,Eastern Parkway and Ralph Avenue,Brooklyn,02/01/2021,-73.92263141,40.6683725,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98723473846401 40.69312489014084),3,Brooklyn,302,33,52,25,8,Jay Street and Metrotech Roadway (North Leg),Brooklyn,04/26/2012,-73.98723462,40.69312443,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8995024304009 40.70008205060092),4,Queens,405,34,38,12,7,Forest Avenue and Stephen Street,Queens,08/11/2021,-73.89950246,40.70008145,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.73530969183982 40.71849725448126),4,Queens,413,23,33,14,5,Jamaica Avenue and Springfield Boulevard,Queens,10/11/2016,-73.73530996,40.71849643,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94704287019984 40.636330437029685),3,Brooklyn,317,45,42,21,9,Farragut Road and East 31st Street,Brooklyn,06/10/2021,-73.94704294,40.63633001,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.97569360504903 40.763700023773765),1,Manhattan,105,4,75,28,12,West 57th Street between 6th Avenue and 5th Avenue (300' East of 6th Avenue) (mid-block),Manhattan,02/14/2020,-73.97569338,40.76369947,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.80107571451205 40.70820221880311),4,Queens,408,24,24,14,6,Hillside Avenue and 161st Street,Queens,01/20/2022,-73.80107592,40.70820147,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97604932509907 40.75144213947379),1,Manhattan,105,4,73,27,12,Lexington Avenue and East 42nd Street,Manhattan,09/12/2018,-73.9760491,40.75144156,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85734907925362 40.859697137696344),2,Bronx,211,13,80,34,14,Williamsbridge Road and Astor Avenue,Bronx,04/11/2018,-73.8573490798,40.8596971375,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9271345045832 40.62135770162969),3,Brooklyn,318,46,59,19,8,Utica Avenue and Avenue M,Brooklyn,08/27/2019,-73.92713463,40.62135726,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.86950564170014 40.68441501649801),3,Brooklyn,305,37,54,18,7,Fulton Street and Lincoln Avenue,Brooklyn,01/20/2021,-73.86950575,40.68441439,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.98266028450732 40.68608772421502),3,Brooklyn,302,33,52,25,8,Atlantic Avenue and Nevins Street,Brooklyn,09/19/2012,-73.98266019,40.68608727,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93603316269959 40.81207446430803),1,Manhattan,111,9,70,30,13,Madison Avenue and East 134th Street,Manhattan,05/15/2017,-73.93603301,40.81207396,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,4
POINT (-73.95825718890276 40.77296755495792),1,Manhattan,108,4,73,28,12,3rd Avenue and East 77th Street,Manhattan,04/14/2022,-73.958257,40.772967,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.18030981964263 40.526090310435016),5,Staten Island,503,51,62,24,11,Hylan Boulevard at Arbutus Avenue,Staten Island,01/05/2020,-74.18031039,40.52609012,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.8967026796169 40.740427617496266),4,Queens,402,26,34,12,6,Queens Boulevard with 68th Street and BQE Eastbound Entrance,Queens,03/03/2022,-73.8967026475,40.7404269601,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00678866320528 40.67654520432313),3,Brooklyn,306,38,51,25,7,Columbia Street and Mill Street,Brooklyn,11/10/2020,-74.00678856,40.67654481,AE,,1
POINT (-73.91969867820731 40.83787553797344),2,Bronx,204,16,84,29,15,Jerome Avenue and East 169th Street,Bronx,11/21/2019,-73.91969855,40.83787506,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.96047560457369 40.81808809305846),1,Manhattan,109,7,70,31,13,West 125th Street and 12th Avenue,Manhattan,03/09/2022,-73.9604754033,40.8180876337,X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-73.99807350691466 40.730288008788115),1,Manhattan,102,1,66,27,10,Washington Square South and Thompson Street,Manhattan,08/09/2015,-73.99807328,40.73028749,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.95226952949655 40.78983583805212),1,Manhattan,111,8,68,30,13,Madison Avenue and East 100th Street pedestrian crossing (mid-block),Manhattan,07/16/2018,-73.95226935,40.78983531,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91622247226118 40.63360580096917),3,Brooklyn,318,46,59,19,8,Flatlands Avenue and East 76th Street,Brooklyn,08/01/2019,-73.91622259,40.63360532,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.90311221491369 40.90386713096959),2,Bronx,208,11,81,34,16,Mosholu Avenue and West 256th Street,Bronx,11/29/2021,-73.90311209,40.90386675,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93589557230798 40.70728285901796),3,Brooklyn,301,34,53,18,7,Johnson Avenue and White Street,Brooklyn,12/15/2021,-73.93589552,40.7072823,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.85135286056294 40.72257554334967),4,Queens,406,29,28,16,6,Yellowstone Boulevard and Austin Street,Queens,12/06/2019,-73.85135295,40.72257485,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85262033477204 40.69407273209447),4,Queens,409,32,38,15,7,Woodhaven Boulevard and 86th Drive (West Leg),Queens,10/23/2018,-73.85262046,40.69407207,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.83618557280764 40.86522333696432),2,Bronx,211,13,80,34,14,East Gun Hill Road and Gunther Avenue,Bronx,07/20/2018,-73.83618558,40.86522278,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.86943692829247 40.86138196062952),2,Bronx,211,15,78,34,14,Waring Avenue and Barker Avenue,Bronx,08/26/2019,-73.86943688,40.86138145,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00354050197642 40.743449072423935),1,Manhattan,104,3,75,27,10,9th Avenue and West 18th Street,Manhattan,03/02/2022,-74.0035402367,40.7434485411,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.90081357106104 40.698740997146594),4,Queens,405,34,38,12,7,Seneca Avenue and Stephen Street,Queens,04/06/2021,-73.9008136,40.6987404,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93865984618586 40.6860919717293),3,Brooklyn,303,36,56,25,8,Marcus Garvey Boulevard and Madison Street,Brooklyn,12/07/2021,-73.93865983,40.68609145,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.79676692948783 40.6899666428651),4,Queens,412,28,32,10,5,110th Avenue and Sutphin Boulevard,Queens,08/15/2016,-73.79676716,40.6899659,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.78545171100323 40.739128577570526),4,Queens,408,23,25,11,6,64th Avenue (East Leg) and 188th Street,Queens,08/18/2021,-73.78545192,40.73912779,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97959191887651 40.57944275936954),3,Brooklyn,313,48,46,23,8,West 12th Street between Surf Avenue and Neptune Avenue (mid-block),Brooklyn,04/08/2019,-73.97959207,40.5794425,AE,,1
POINT (-73.72109332155117 40.75628108349347),4,Queens,413,23,26,11,3,Grand Central Parkway and 267th Street,Queens,03/15/2021,-73.72109353,40.75628026,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97890904961241 40.73616539295003),1,Manhattan,106,2,74,27,12,1st Avenue and East 22nd Street,Manhattan,05/24/2017,-73.97890885,40.73616484,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.94946475127497 40.6497809947916),3,Brooklyn,317,40,43,21,9,Nostrand Avenue and Erasmus Street,Brooklyn,02/08/2014,-73.94946479,40.64978055,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97122469778265 40.78270631864832),1,Manhattan,107,6,67,29,10,Central Park West and West 82nd Street,Manhattan,10/14/2021,-73.97122448,40.7827058,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98147295041775 40.689932973036285),3,Brooklyn,302,35,57,25,8,Flatbush Avenue and Dekalb Avenue,Brooklyn,10/16/2015,-73.98147285,40.68993251,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90632494356272 40.759838461680914),4,Queens,401,22,36,12,14,Hobart Street and 30th Avenue,Queens,12/18/2019,-73.90632487,40.75983782,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97418391922439 40.60946263638744),3,Brooklyn,311,44,47,17,10,65th Street and Dahill Road,Brooklyn,01/06/2021,-73.97418401,40.60946231,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8691499228286 40.76100996256921),4,Queens,403,21,35,13,14,31st Avenue and 100th Street,Queens,10/15/2020,-73.86914993,40.76100928,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99635233735177 40.73225321401781),1,Manhattan,102,3,66,27,10,5th Avenue with East and West 8th Street,Manhattan,10/19/2019,-73.99635211,40.73225269,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.85627750812671 40.88315370519702),2,Bronx,212,12,83,36,16,Bronxwood Avenue and 221st Street,Bronx,10/11/2017,-73.85627747,40.88315321,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96864607961491 40.62194187020389),3,Brooklyn,312,44,48,17,10,Avenue K and East 7th Street,Brooklyn,08/27/2021,-73.96864615,40.62194151,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93022492891748 40.74244546113238),4,Queens,402,26,37,12,14,47th Avenue and 35th Street,Queens,01/16/2022,-73.93022482,40.74244484,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97239671230105 40.611490633773485),3,Brooklyn,312,44,48,17,10,Avenue O at East 2nd Street,Brooklyn,09/26/2020,-73.9723968,40.6114903,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.94472574624837 40.797238892587885),1,Manhattan,111,8,68,30,13,Park Avenue  and East 113th Street pedestrian crossing (mid-block),Manhattan,07/19/2018,-73.94472558,40.79723837,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,5
POINT (-73.83185317966071 40.6882939883967),4,Queens,409,28,38,10,5,101st Avenue at 112th Street,Queens,06/09/2020,-73.83185335,40.6882933,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98396475158167 40.58756718441187),3,Brooklyn,313,47,47,23,11,Stillwell Avenue between Bay 50th Street and Harway Avenue (mid-block),Brooklyn,06/10/2021,-73.98396488,40.58756692,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2
POINT (-73.83173323682301 40.86877131788191),2,Bronx,210,12,82,36,16,Bartow Avenue and Baychester Avenue,Bronx,11/22/2019,-73.83173325,40.86877076,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.7531216262532 40.714090287882726),4,Queens,413,23,33,14,5,Jamaica Avenue and 207th Street,Queens,08/12/2019,-73.75312192,40.71408947,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97229882182387 40.647944220147096),3,Brooklyn,307,39,44,21,9,Caton Avenue and East 8th Street,Brooklyn,09/11/2018,-73.97229883,40.64794382,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85627189312474 40.857309668428286),2,Bronx,211,13,80,34,14,Pelham Parkway N/S Service Roads and Williams Bridge Road,Bronx,10/08/2015,-73.85627187,40.85730913,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98483073023124 40.68693068192777),3,Brooklyn,302,33,52,25,8,Atlantic Avenue and Bond Street,Brooklyn,11/26/2013,-73.98483063,40.68693023,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92436479293487 40.611463672000696),3,Brooklyn,318,46,59,19,8,Flatbush Avenue at Avenue T,Brooklyn,06/02/2020,-73.92436494,40.61146324,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.93000181471601 40.86210420520268),1,Manhattan,112,10,72,31,13,Broadway and Sherman Avenue,Manhattan,08/25/2019,-73.93000166,40.86210379,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-74.10942994997818 40.57891030908188),5,Staten Island,502,50,62,24,11,South Railroad Avenue and Fremont Avenue,Staten Island,12/11/2019,-74.1094302,40.57891014,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.89348280319689 40.677761620828555),3,Brooklyn,305,37,55,18,7,Fulton Street and Bradford Street,Brooklyn,04/13/2021,-73.89348288,40.67776104,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95559591781878 40.609942825795045),3,Brooklyn,315,48,45,17,9,Kings Highway and East 18th Street,Brooklyn,01/28/2022,-73.95559603,40.60994246,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.88908916428376 40.755170839433276),4,Queens,403,25,34,13,14,Northern Boulevard and 78th Street,Queens,03/23/2020,-73.88908913,40.75517017,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85186793763243 40.69359923216167),4,Queens,409,32,38,10,7,Woodhaven Boulevard East Service Road and 180’ South of Jamaica Avenue,Queens,10/23/2018,-73.851867938,40.6935992319,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9787985228233 40.777413370342146),1,Manhattan,107,6,67,29,10,Columbus Avenue at West 72nd Street,Manhattan,06/16/2020,-73.97879829,40.77741285,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.86770446171465 40.854504515211104),2,Bronx,211,13,80,34,14,White Plains Road and Lydig Avenue,Bronx,07/25/2014,-73.86770442,40.85450399,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93917191644866 40.634534208704466),3,Brooklyn,317,45,58,21,9,Glenwood Road and East 39th Street,Brooklyn,07/11/2020,-73.939172,40.63453377,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.93742039274976 40.80437628741295),1,Manhattan,111,9,68,30,13,Lexington Avenue and 125th Street,Manhattan,09/23/2019,-73.93742024,40.80437577,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.9811651482068 40.78435519295157),1,Manhattan,107,6,67,31,10,West End Avenue and West 79th Street,Manhattan,02/24/2020,-73.98116491,40.78435469,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94153192779736 40.63902644120654),3,Brooklyn,317,45,58,21,9,Foster Avenue and East 37th Street,Brooklyn,04/12/2022,-73.941532,40.639026,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.9638425492303 40.76531087399389),1,Manhattan,108,4,73,28,12,Third Avenue and East 65th Street,Manhattan,10/21/2021,-73.96384235,40.76531031,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.77203373088354 40.759637426369196),4,Queens,411,19,26,11,6,Northern Boulevard at 211th Street,Queens,03/20/2014,-73.77203395,40.75963663,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91833955114527 40.82338526718378),2,Bronx,204,16,79,32,15,Park Avenue and East 158th Street,Bronx,12/12/2019,-73.91833943,40.82338476,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.73298501145625 40.7125604238008),4,Queens,413,27,33,14,5,Hempstead Avenue and 221st Street,Queens,10/07/2016,-73.73298528,40.7125596,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82709170833887 40.75714485714197),4,Queens,407,20,40,16,6,Kissena Boulevard and Sanford Avenue,Queens,11/28/2016,-73.82709181,40.75714412,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95097792620174 40.72409918613554),3,Brooklyn,301,33,50,26,12,Manhattan Avenue and Bedford Avenue,Brooklyn,12/22/2021,-73.95097781,40.72409862,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.91231179348691 40.6541328871023),3,Brooklyn,317,42,58,21,8,Rockaway Pkwy at Brookdale Hospital entrance (w of Linden Blvd),Brooklyn,10/21/2016,-73.91231188,40.65413237,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.73536606158123 40.71792921463422),4,Queens,413,27,33,14,5,Springfield Boulevard at Amboy Lane,Queens,06/13/2020,-73.73536633,40.71792839,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95836400835138 40.768797593301585),1,Manhattan,108,5,76,28,12,Second Avenue and East 72nd Street,Manhattan,11/04/2019,-73.95836382,40.76879703,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98900800605186 40.74231778268252),1,Manhattan,105,2,75,28,12,Broadway and 5th Avenue between 23rd Street and 24th Street,Manhattan,04/27/2018,-73.98900777,40.74231723,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85433214385462 40.74269844959684),4,Queens,404,21,39,13,14,Corona Avenue with 108th Street and 53rd Avenue,Queens,06/19/2019,-73.8543322,40.74269774,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91677486726469 40.84954669012263),2,Bronx,205,14,86,29,15,University Avenue and Macombs Road,Bronx,03/13/2021,-73.91677474,40.84954623,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.10863617754369 40.56982456748666),5,Staten Island,502,50,64,24,11,New Dorp Lane (mid-block) between Hylan Boulevard and Mill Road,Staten Island,10/19/2018,-74.10863646,40.5698244,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-74.18609887024526 40.523997765331295),5,Staten Island,503,51,62,24,11,Hylan Boulevard and Huegenot Avenue,Staten Island,03/13/2019,-74.18609946,40.52399757,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82163945930107 40.61487196473844),4,Queens,484,31,23,15,5,Cross Bay Boulevard and East 1st Road,Queens,01/14/2021,-73.82163973,40.61487132,AE,,1
POINT (-73.94769770417932 40.63288601931391),3,Brooklyn,314,45,42,21,9,Flatbush Avenue with Nostrand Avenue and Hillel Place,Brooklyn,11/17/2016,-73.94769778,40.6328856,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.97510498826658 40.68969848197913),3,Brooklyn,302,35,57,25,8,Dekalb Avenue and S Portland Avenue,Brooklyn,11/21/2016,-73.9751049,40.68969801,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92333797537049 40.743700931142065),4,Queens,402,26,37,12,14,Queens Boulevard and 41st Street,Queens,05/11/2019,-73.92333788,40.7437003,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.994842756516 40.75029444108731),1,Manhattan,105,3,75,31,12,8th Avenue between West 31st and West 32nd Streets,Manhattan,06/25/2016,-73.99484249,40.75029388,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9335250831575 40.798585494580195),1,Manhattan,111,8,68,30,13,1st Avenue and East 122nd Street,Manhattan,11/25/2016,-73.93352494,40.79858496,AE,,3
POINT (-73.98207341826568 40.73202524281259),1,Manhattan,106,2,74,27,12,1st Avenue and East 15th  Street,Manhattan,03/24/2018,-73.9820734179,40.732025243,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-74.00045730231588 40.60593566567646),3,Brooklyn,311,47,47,22,11,86th Street and 19th Avenue,Brooklyn,09/20/2019,-74.00045737,40.6059354,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.96385957917845 40.58691955765622),3,Brooklyn,313,48,45,23,11,Avenue Z and East 6th Street,Brooklyn,12/12/2016,-73.96385973,40.58691925,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2
POINT (-73.97400973419992 40.7431003915825),1,Manhattan,106,2,74,28,12,1st Avenue between E 30th Street and E 33rd Street,Manhattan,02/02/2016,-73.97400953,40.74309982,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2
POINT (-73.90942660575496 40.881291771407646),2,Bronx,208,11,81,34,16,Riverdale Avenue with West 231st Street and Irwin Avenue,Bronx,03/12/2019,-73.90942648,40.88129136,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.9984881328234 40.74529360766392),1,Manhattan,104,3,75,27,10,8th Avenue and West 23rd Street,Manhattan,11/10/2018,-73.99848787,40.74529306,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.95895161377574 40.582169400802954),3,Brooklyn,313,48,45,23,8,Neptune Avenue and East 11th Street,Brooklyn,01/25/2022,-73.95895178,40.58216909,AE,,1
POINT (-73.99856306208571 40.60202981128004),3,Brooklyn,311,47,47,23,11,Benson Avenue and Bay 26th Street,Brooklyn,11/07/2020,-73.99856314,40.60202955,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.93179847324694 40.77421301394086),4,Queens,401,22,37,12,12,27th Avenue and 8th Street (Goodwill Industries),Queens,08/08/2006,-73.93179834,40.77421243,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.98672163986318 40.715954114949035),1,Manhattan,103,1,65,26,12,Grand Street and Clinton Street,Manhattan,11/06/2020,-73.98672147,40.71595361,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95112013386903 40.82041005682752),1,Manhattan,109,9,70,31,13,Amsterdam Avenue and 250' South of West 138th Street (mid-block),Manhattan,12/10/2020,-73.95111995,40.82040959,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.81256081733589 40.681007012489886),4,Queens,410,28,31,10,5,Linden Boulevard and 128th Street,Queens,01/07/2021,-73.81256103,40.6810063,X,AREA OF MINIMAL FLOOD HAZARD,
